0,0,0.51982497967992436
0,1,-0.03199622071614025
0,2,0.03103578477631478
0,3,-0.032192884722810275
0,5,-0.033003285755788689
0,6,-0.033165000035394611
0,7,-0.032249704521508021
19,29,0.023101125443239078,-0.0067819429393256416,-0.0076734657020944294,-0.0058067687295716612,-0.00030236023851770103,0.020810696749872747
19,30,-0.020370174906074484,-0.0034579302967680651,-0.021102235627007259,0.0013916143168410523,-0.010100940799949868,0.011109250197086116
19,31,0.0012007067130662236,-0.015150642798872804,0.01497590420116025,-0.0,-0.016631710261715397,0.015332685902413306
20,20,2.0,-2.0
20,21,0.010952749368693939,0.0046397377756999892,-0.0059374469952053381,-0.028605325215901957
20,22,0.008299062273948863,0.017945734284921216,0.020856384579157384,0.010129000771600821
20,23,0.0034599112108076244,-0.0,-0.01897003196275256,0.023611556225095733
20,24,-0.017172065861246803,-0.017617518358021937,-0.0091839672420237772,-0.015934415379642013,0.009877060680558214,-0.0039028701221018348
20,25,-0.019161800044165074,0.0076237911428771229,0.0092362306256336419,0.0064276777567071255,0.023452736486668568,0.0
20,26,0.017859840229449399,0.0059624973845391165,-0.0015615807793738731,-0.018929735202511001,0.01485083664253219,0.01198783711721698
20,27,-0.0027547520573668839,-0.0031445830810636947,0.024146394906504359,0.017501392633189172,-0.00082119987882652826,0.0
20,28,-0.025246111446353064,0.0093434061650733632,-0.0031213817385032962,0.0097101864945788596,0.0,-0.0094183533393448586
20,29,0.01319744027423923,-0.020181442477846652,0.0097689444616130341,-0.010293879027772186,0.01082432366660329,-0.0055708599275298698
20,30,-0.0059621706703410875,0.023633841293428211,0.0085182549852233381,0.0019504726037462309,0.013879894208952111,0.011862752296224882
20,31,-0.018711384980891546,0.0090152549737448281,-0.020265032526292814,-0.0071916726975519828,0.0025857792704815303,-0.0
21,21,2.0,-2.0
21,22,0.025423398061711282,-0.0,0.0058120599158870039,-0.018534274152118523
21,23,0.020831318361185808,-0.023137823906531681,0.0082727618580721602,-0.0
21,24,-0.020014808315524168,0.010225152803370817,0.010250893666015339,-0.0,-0.006116267206146944,-0.014408016405456038
21,26,-0.00099228262203402058,-0.012015148427911444,-0.01627200635734085,0.0046818096415905059,0.013347538405560258,-0.015750140451026809
21,27,-0.002130016048532067,-0.016641003867535514,-0.018197794024762234,-0.0,0.0,0.017311071138861957
21,28,-0.017127738786117765,-0.016055224800914439,0.0089796687829663355,0.016125752004941485,-0.0,-0.0026846726786856345
21,29,-0.012869777130675887,-0.0,-0.011687779605299604,-0.013228046680175614,0.018616641628810222,-0.012833226637942901
21,30,0.019034743201687302,-0.013934462854278466,-0.0073885745455897923,0.0065845580827664776,-0.0048808641743492854,0.01613792802588445
21,31,0.025033970376220852,-0.0074541595540991547,0.0072095725123036223,-0.0,-0.0020218441016777505,-0.016918776703797832
22,22,2.0,-2.0
22,23,0.026335063978828132,-0.0,0.0147683384228352,0.0087971053372561184
22,25,0.02750252067164647,0.011397197706290897,0.0,-0.0033652918182053601,0.010283769930752151,-0.0076194536398244183
22,26,-0.015965397492501008,-0.0043754878385537472,-0.01471961922080274,-0.020207820536463469,-0.0051716564020881355,-0.0080193368814359123
22,27,-0.013576712699470963,0.0097595715374116151,-0.005478166022847797,-0.0081572288863204518,-0.024230405928681323,0.0043330381569854637
22,28,-0.0019774097674169111,-0.0082654274463483893,0.0081586891290686917,0.012144428927838768,-0.018941405310882734,-0.018029240737275312
22,29,-0.015891623490779942,0.013555964493904001,-0.0069924447349056489,-0.015248414868072702,-0.009781228252854747,0.011084279678599523
22,30,-0.00012531865700246499,0.018298992673654448,-0.012451960050869154,0.023613396234675062,-0.0037551224808717496,0.0
22,31,-0.008906765530099673,-0.021999957253324091,-0.01902406389861332,0.0095837926436222447,0.00019301255939029561,-0.00091683022025353068
23,23,2.0,-2.0
23,24,-0.012888582912940014,0.014279647534739461,-0.0086223070940105815,-0.0045778137850780009,-0.018686212795540991,-0.00626823655284492
23,25,-0.006437157948002311,0.0,0.019325893413530072,-0.0030555638772227392,0.0074092226761436949,-0.019812392045631854
23,26,-0.010282110035681292,-0.0029593341415748483,0.019983324856343951,-0.017114809085016461,0.0090926376023854893,-0.011602154311363097
23,27,0.028480960257855552,-0.0022012908443079472,-0.014136178005468307,-0.0034347877148343453,0.0,-0.0026924063740648659
23,28,0.016385098025141664,0.016435116339110458,-0.0,0.01023884844190468,-0.017097797014667796,-0.005181427760428921
23,29,-0.012425403342110031,0.010452289677674986,0.02022455593404696,0.004407813159191247,0.0062512596995000962,0.014960997452372364
23,30,-0.015988776889016672,0.017253860985195085,0.0035180261567131937,0.0,0.0,-0.020649250679504599
23,31,-0.012213418827990008,0.023634850318477518,0.0035255312642227515,-0.012011008467341606,-0.0049633899873428554,-0.00058373359919840304
24,24,1.0,1.0,1.0
24,25,0.013712213644815419,0.01741035616393594,0.0046557035918747356,0.018161076401261744,0.001578585996219589,0.0079438021528331158,0.01127040703432638,-0.0070295610732471923,-0.0
24,26,0.014192764625059553,-0.0062511263064586407,0.0054932623618230841,-0.0015199375630266887,-0.011748075771371706,0.014576793836938136,0.00033753933790961141,-0.0099495727087284078,0.018193082605818423
24,28,-0.0069260944242932384,-0.01379738452298411,0.0,-0.018119130697947076,-0.0021648239908124648,-0.017527925957741122,-0.001911912024587389,0.0051957268459544735,0.0083031090613130288
24,29,-0.0048702154477172164,-0.012668988394185496,0.0066013784565178805,0.011865080282647164,0.012505416842960053,-0.014171279580705591,0.0072736082557093651,0.011813762733295369,-0.0059104595228738881
24,30,-0.0088628395399965865,0.01514085306591644,0.0084082446949188608,-0.013680027300518257,0.0043421622091690034,0.0064682943283592325,-0.013405457821258919,0.014844908434450129,0.0
24,31,-0.014183232930638374,0.015558280752126074,0.0013671123974505189,-0.0073615611004084185,0.0,-0.01604339370512221,0.0054866119846169103,-0.0028523474328027067,0.016998881370949952
25,25,1.0,1.0,1.0
25,26,-0.017170793398089048,0.0012711825490902143,-0.00081108558693768836,-0.0039056155767335991,-0.015776176301538603,0.0060643769926292104,0.0,0.016854678795640815,-0.017394945067515447
25,27,-0.0,-0.0047745126278909431,-0.0099532435884122205,-0.0065110432955009729,0.020292830655596783,0.0096192358366814761,-0.019966375193048776,-0.0034574002752084604,0.010031975837759721
25,28,0.0085310673888419532,0.010560471748341448,0.0060234627134602261,0.016630213597273812,-0.013080493667003246,0.00088310954425414867,-0.0078303302844158276,0.006859647005725911,-0.018248322317414613
25,29,-0.0053775010549346443,-0.0032182092262573003,-0.018602336175843791,-0.0016532043407211485,0.01083199672405178,0.014824387069546757,0.019428122697396143,-0.007329540057408432,0.0011979611307832794
25,30,0.0079520503581011238,-0.0,0.010900372076984187,0.013445969808040874,0.015803080657614505,-0.0087079251850865416,0.018112494235597975,0.0023156849493460533,-0.010432599584912945
25,31,-0.0006963252989164848,0.0,0.010843225728976825,0.011423545315179114,0.013648355364715386,-0.013193593770999889,0.015124302622648063,0.0089527757698177109,-0.0047858967298358814
26,26,1.0,1.0,1.0
26,27,-0.0,-0.018385524755357166,0.0027166550210565603,0.0039863122084485957,-0.013735927586193729,0.010729329936589758,-0.0069826298149882077,0.018377756218120486,-0.010963654790137525
26,28,0.015010977512155058,-0.0064373448652470531,0.0014569788642785208,0.0051816724540124119,0.014191779066261305,-0.0,-0.01422427339947919,0.015178220899204342,-0.0090322243957871237
26,29,0.019466107664415644,0.0,-0.0074639822610313095,0.013251258123959275,-0.0016707250418442339,-0.015845658881999593,0.010770408176841531,-0.0084464748924201714,-0.013486391816702562
26,30,-0.0,0.0032435065886109323,0.022959265091130734,-0.012243777994543591,0.0,-0.0,0.010642280974073841,0.015096399663908707,0.0
26,31,-0.007276508603460732,-0.017472508358307645,-0.0036957750019579317,-0.011298829200104429,-0.0084016170082404223,0.003954662890869251,0.018008921959341413,-0.0,0.0
27,27,1.0,1.0,1.0
27,29,-0.0031966535773035798,0.013610682031859724,0.0093060150966355407,0.0081301967002700686,-0.020678066423886837,0.0076213483928304487,0.016016230753834564,-0.010727053589024088,0.0
27,31,-0.014446642294828716,0.0038835974516315593,-0.011505239746703777,-0.015089609266186323,-0.0099500918245325354,0.0078735198998819249,0.016382234649284906,-0.00078943955435177039,-0.0050411828691680274
28,28,1.0,1.0,1.0
28,29,0.013524814371256605,0.0039085324138613299,0.0078424555784504298,0.016232391257638853,0.012755404019651598,0.0079369181097101085,-0.0063242852731612304,-0.012003338892468378,-0.0048327577726039565
28,30,0.0041198001074014765,0.01042695710520508,-0.0,-0.0029558605755194743,-0.002736198373415248,-0.013717713141473057,0.016227189388520007,0.0045767936951090138,-0.020492408727654121
28,31,-0.014818967739305564,-0.018150603011142422,0.0079840265760516838,-0.0098596460917885174,-0.01306367089144958,0.0018453633413101083,0.0028919676048769203,-0.0029313282833433908,-0.00020726949800613093
29,29,1.0,1.0,1.0
29,30,0.0037508496761588309,-0.027594095822151377,0.0030096603910468142,-0.0012331467484012965,-0.0013403061869826118,-0.0,0.0017034762548609949,0.0060693831524022959,0.017972528564323263
29,31,-0.0097562281779342442,-0.0094583347955506519,-0.008681919212621984,-0.0078820126969130055,0.013205147323460712,0.01417897316484578,0.0089008397611515019,0.015054483830501356,0.0097669755794371968
30,30,1.0,1.0,1.0
30,31,-0.00073495251728868669,-0.0024010426508563228,-0.010637498433041442,-0.017880904544451324,0.0075695876961248175,0.0052445291845295795,-0.010521137794638646,0.0055719231539887344,-0.019487447847894527
31,31,1.0,1.0,1.0
